trial_name,stage,batch_size,code_num,best_val_loss,clip_idx,file,start,tokens,mse_all,mae_all,trans_rmse,trans_mae,rot_geod_deg_mean,rot_geod_deg_p95,root_geod_deg_mean,bodyhands_geod_deg_mean,pose_axisangle_mse,betas_mae,trans_vel_rmse,mpjpe_mm,mpjpe_pa_mm
batch_sweep_bs3072_code512,batch_sweep,3072,512,0.2798714637756347,3,23YW07EXh34_6-5-rgb_front.pkl,28,16,0.023524509742856026,0.0689953863620758,0.0013425819342955947,0.0010818684240803123,8.761884689331055,33.33555603027344,1.9222358465194702,8.895995140075684,0.023823803290724754,0.10724698007106781,0.000287992152152583,21.744831085205078,21.275442123413086
batch_sweep_bs3072_code512,batch_sweep,3072,512,0.2798714637756347,4,F0CLgejV5_k_0-5-rgb_front.pkl,14,16,0.019517788663506508,0.07454190403223038,0.002336398931220174,0.001751378527842462,9.16204833984375,30.414121627807617,3.7087011337280273,9.268977165222168,0.01897273026406765,0.11331941187381744,0.0005292769055813551,35.999141693115234,34.97909927368164
batch_sweep_bs3072_code512,batch_sweep,3072,512,0.2798714637756347,5,1NSanqJ8AS4_3-5-rgb_front.pkl,71,16,0.014379720203578472,0.06112362816929817,0.0010337179992347956,0.0007829191163182259,7.7477264404296875,27.59223747253418,3.9245944023132324,7.822689056396484,0.014725527726113796,0.08087675273418427,0.00023428232816513628,33.35273361206055,32.988319396972656
batch_sweep_bs2048_code512,batch_sweep,2048,512,0.2803815305233001,1,doMosV-zfCI_22-2-rgb_front.pkl,38,16,0.02646450139582157,0.08166833966970444,0.0017786795506253839,0.0014196125557646155,9.582951545715332,31.73369026184082,3.063662528991699,9.71078109741211,0.02125614322721958,0.21058864891529083,0.00034515399602241814,36.86680221557617,36.20323944091797
batch_sweep_bs2048_code512,batch_sweep,2048,512,0.2803815305233001,2,-CmdMw3PKV8_0-8-rgb_front.pkl,51,16,0.021074743941426277,0.07131264358758926,0.0014682179316878319,0.0010855315485969186,9.189446449279785,30.90047264099121,3.546549081802368,9.300090789794922,0.02150508016347885,0.10397791862487793,0.00038108788430690765,39.52065658569336,39.502071380615234
batch_sweep_bs2048_code512,batch_sweep,2048,512,0.2803815305233001,3,23YW07EXh34_6-5-rgb_front.pkl,28,16,0.022756490856409073,0.06608661264181137,0.0014494198840111494,0.0011242410400882363,8.77525806427002,33.64971160888672,2.278153419494629,8.902652740478516,0.024006104096770287,0.06784185767173767,0.00030064050224609673,23.195446014404297,22.67401123046875
batch_sweep_bs2048_code512,batch_sweep,2048,512,0.2803815305233001,4,F0CLgejV5_k_0-5-rgb_front.pkl,14,16,0.020479949191212654,0.07701487839221954,0.002148496685549617,0.0016195651842281222,9.630453109741211,29.582443237304688,4.886706352233887,9.723466873168945,0.020427551120519638,0.11404377222061157,0.0005335485329851508,36.824398040771484,36.46699523925781
batch_sweep_bs2048_code512,batch_sweep,2048,512,0.2803815305233001,5,1NSanqJ8AS4_3-5-rgb_front.pkl,71,16,0.01450635027140379,0.06038028746843338,0.0010319870198145509,0.0007320347358472645,7.840376853942871,27.6274471282959,3.6690187454223633,7.922168254852295,0.015333781950175762,0.052372805774211884,0.0002346747205592692,28.717166900634766,28.496999740600586
batch_sweep_bs1024_code512,batch_sweep,1024,512,0.2813961907886247,1,doMosV-zfCI_22-2-rgb_front.pkl,38,16,0.027450764551758766,0.08380886167287827,0.001678283791989088,0.001325721968896687,9.777068138122559,29.345033645629883,3.457580089569092,9.900979995727539,0.021186890080571175,0.21539406478405,0.00033687116228975356,38.267330169677734,37.62848663330078
batch_sweep_bs1024_code512,batch_sweep,1024,512,0.2813961907886247,2,-CmdMw3PKV8_0-8-rgb_front.pkl,51,16,0.023814918473362923,0.07396011054515839,0.0016085401875898242,0.0012396740494295955,9.648859024047852,31.546810150146484,5.704756736755371,9.726194381713867,0.024173486977815628,0.10438986122608185,0.0003944894124288112,46.03232192993164,46.03318786621094
