optimizer,epoch,train_loss,train_recon,train_vel,train_commit,train_perplexity,val_loss,val_recon,val_vel,val_commit,val_perplexity,epoch_sec,run_type
adamw,1,0.4270699620246887,0.41085048019886017,0.03239905834197998,0.0009980509628633172,148.0052890777588,0.4133303165435791,0.3942263722419739,0.038157831877470016,0.0012513087131083012,38.5486946105957,2.3011435330000722,smoke
muon,1,0.41761405766010284,0.4012002497911453,0.0328130004927516,0.00036498980559684924,179.6023292541504,0.417354017496109,0.40098461508750916,0.03271069377660751,0.0007034968002699316,53.169227600097656,0.668875863999915,smoke
